right_shoulder_x,right_shoulder_y,right_shoulder_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_hip_x,right_hip_y,right_hip_z,left_hip_x,left_hip_y,left_hip_z,right_knee_x,right_knee_y,right_knee_z,left_knee_x,left_knee_y,left_knee_z,right_ankle_x,right_ankle_y,right_ankle_z,left_ankle_x,left_ankle_y,left_ankle_z,label
-1.246919874,-0.485479022,1.292555253,0.376265482,-0.648387594,1.289132663,-0.999993004,8.71E-17,0.00374050185,0,0,0,-1.278498268,-1.366085147,-0.92148848,0.391566087,-1.820540641,-0.929944758,-1.248304758,1.926347838,-1.699987626,0.115497688,1.78380834,-1.690439491,1
-1.25173315,-0.454828876,1.301633792,0.380803217,-0.638850455,1.295993097,-0.999979019,5.66E-16,0.00647780076,0,0,0,-1.270524725,-1.360264016,-0.915730279,0.394525788,-1.728825572,-0.931049997,-1.251811475,1.718216813,-1.700580431,0.115408605,1.590035097,-1.69543189,1
-1.257828411,-0.442521091,1.312762026,0.384950927,-0.57270172,1.304446059,-0.999966494,1.26E-16,0.00818606604,0,0,0,-1.273847426,-1.15721082,-0.925056413,0.390368237,-1.387672034,-0.939639016,-1.250550026,1.641534331,-1.711586075,0.123495422,1.563770965,-1.706696758,1
-1.259716603,-0.443901149,1.324617701,0.390767688,-0.565546899,1.313865129,-0.999958758,2.98E-16,0.00908198297,0,0,0,-1.266921862,-1.128841072,-0.927544952,0.398641211,-1.399446227,-0.94266564,-1.257536115,1.689446456,-1.714641698,0.118806803,1.665866252,-1.70996067,1
-1.262483524,-0.442513323,1.327295781,0.391781579,-0.561778993,1.316187362,-0.999957907,2.07E-16,0.00917515663,0,0,0,-1.258312938,-1.185358438,-0.933499613,0.398645177,-1.409652194,-0.945980373,-1.258393285,1.67044824,-1.719703221,0.118289565,1.663639418,-1.714948022,1
-1.262478079,-0.429580059,1.325240857,0.390393267,-0.557962314,1.314628003,-0.999980247,5.74E-18,0.00628533207,0,0,0,-1.24561874,-1.23911924,-0.938380393,0.398759302,-1.420143542,-0.942539983,-1.247986569,1.673765426,-1.721618415,0.124986203,1.68459366,-1.716544062,1
-1.264079942,-0.432412543,1.328459819,0.389403249,-0.560382754,1.316496908,-0.999975961,2.52E-16,0.00693371742,0,0,0,-1.243722201,-1.151980319,-0.937591124,0.384921815,-1.265799537,-0.935191368,-1.234424838,1.654908556,-1.727092431,0.137411205,1.675165245,-1.721807935,1
-1.257364078,-0.44900466,1.32178898,0.387539613,-0.578038407,1.309474931,-0.999996026,2.83E-16,0.00281917719,0,0,0,-1.242049631,-0.944370318,-0.944314165,0.368876869,-1.141439847,-0.932326759,-1.210801533,1.699860753,-1.725439687,0.152685228,1.728230055,-1.720826403,1
-1.256934968,-0.485921022,1.325444508,0.389964654,-0.620947042,1.311952805,-0.999996436,7.89E-16,0.00266995056,0,0,0,-1.240288412,-0.919398085,-0.950820572,0.360059876,-1.155529478,-0.929737456,-1.185147694,1.712002553,-1.733825141,0.178856867,1.7124116,-1.729744956,1
-1.253496559,-0.545928137,1.328178857,0.392884461,-0.707629939,1.312560822,-0.999997168,1.84E-16,0.00237970601,0,0,0,-1.23208023,-0.79638605,-0.945798467,0.353853418,-0.98402747,-0.930685343,-1.179217233,1.929097004,-1.741709701,0.183024783,1.920756352,-1.739035656,1
-1.262321332,-0.682372506,1.33610832,0.383716819,-0.804359968,1.31997238,-0.999998881,-1.87E-16,0.00149573752,0,0,0,-1.237363917,-0.626083673,-0.951425758,0.343880377,-0.667400103,-0.939794406,-1.14914194,2.318142723,-1.752415444,0.214458083,2.402175567,-1.749518495,1
-1.280675315,-0.904188648,1.33061602,0.36668855,-0.991537611,1.314279885,-0.999995834,2.80E-16,-0.00288645208,0,0,0,-1.239255501,-0.646826747,-0.96655861,0.330256174,-0.76815536,-0.947393141,-1.103280616,2.358779164,-1.770334457,0.256998405,2.392890544,-1.765976335,1
-1.288624187,-0.912686368,1.325670348,0.362675176,-1.025171996,1.309037081,-0.999978503,-1.35E-16,-0.0065569505,0,0,0,-1.234392241,-0.634624063,-0.974968883,0.32355254,-0.874529762,-0.945817129,-1.09813882,2.350055526,-1.785377478,0.255738536,2.228180454,-1.781669186,1
-1.293195797,-0.912212533,1.327363751,0.360705692,-1.005119976,1.311148985,-0.999957924,-1.66E-17,-0.00917329001,0,0,0,-1.231011977,-0.581224777,-0.983414093,0.321065681,-0.914047608,-0.941384586,-1.095734042,2.390244631,-1.795673482,0.256055851,2.131019998,-1.792948047,1
-1.300230738,-0.984400782,1.330604128,0.35573642,-1.05884118,1.314933688,-0.999913127,1.10E-16,-0.0131809683,0,0,0,-1.222439124,-0.37772738,-0.99214844,0.322275966,-0.693681278,-0.944492964,-1.08969797,2.685047091,-1.802610147,0.261422272,2.42590213,-1.799814967,1
-1.30324078,-1.142948735,1.331797565,0.350393184,-1.265573713,1.312457586,-0.999848431,1.34E-16,-0.017410217,0,0,0,-1.21233666,-0.38608898,-1.000272242,0.321290133,-0.67815167,-0.947541999,-1.092016051,2.907485497,-1.815456809,0.260827054,2.738193518,-1.810327354,1
-1.307015856,-1.34861269,1.330220759,0.343341356,-1.512899406,1.30954665,-0.99982339,-2.94E-16,-0.0187933074,0,0,0,-1.204453481,-0.309681949,-1.009617498,0.318456961,-0.719181191,-0.958056455,-1.087682502,3.186310783,-1.826526712,0.265419671,2.918387677,-1.819203008,1
-1.319502628,-1.55239303,1.325693337,0.328380882,-1.692325237,1.307575144,-0.999815505,2.29E-16,-0.0192082336,0,0,0,-1.20233881,-0.330543538,-1.019156737,0.315718326,-0.595028451,-0.97176133,-1.073781674,3.075119038,-1.847532021,0.287166449,3.045731535,-1.837477281,1
-1.314699447,-1.2484799,1.332073856,0.332987104,-1.431565276,1.313314728,-0.999844958,-9.43E-17,-0.0176084991,0,0,0,-1.200000017,-0.342730381,-1.019404878,0.314969352,-0.538654002,-0.974598619,-1.090954136,2.441901846,-1.85962287,0.270366043,2.406891236,-1.849901243,1
-1.308045676,-1.10146795,1.3348368,0.333889576,-1.386462486,1.312061922,-0.999877515,2.25E-16,-0.0156510257,0,0,0,-1.197024603,-0.304061794,-1.018902857,0.311558253,-0.505595291,-0.981896316,-1.101600663,2.284879505,-1.860427117,0.256703984,2.235263644,-1.853354595,1
-1.311779309,-1.031885701,1.341864783,0.33174151,-1.265530112,1.317146333,-0.999927098,8.54E-17,-0.0120747478,0,0,0,-1.193803098,-0.287021827,-1.010960874,0.310893917,-0.369297013,-0.986124417,-1.100417943,2.077951347,-1.864506411,0.26005204,2.052317855,-1.863279597,1
-1.30336611,-0.945256612,1.347418112,0.344057027,-1.181635722,1.321465462,-0.999957486,2.32E-16,-0.00922097649,0,0,0,-1.190383025,-0.203607011,-1.016491052,0.309882113,-0.325371021,-0.980033971,-1.122521196,2.085188597,-1.873026838,0.239857647,1.980386732,-1.873952924,1
-1.307550902,-1.171364066,1.351387376,0.341061739,-1.305501352,1.323331237,-0.99996891,2.87E-16,-0.00788537151,0,0,0,-1.189983923,-0.0659500602,-1.014253621,0.303300563,-0.321470743,-0.96791836,-1.129063741,2.326020101,-1.878676022,0.235171626,2.045233364,-1.882042511,1
-1.317717021,-1.147384566,1.356420545,0.332054943,-1.288014428,1.326615119,-0.999971995,1.05E-16,-0.00748390124,0,0,0,-1.187857462,-0.0300328675,-1.014259991,0.295055619,-0.348345321,-0.96444692,-1.118435315,2.32945185,-1.888868468,0.244499137,1.864633318,-1.896291863,1
-1.381645986,-1.512019409,1.361275214,0.271618404,-1.517146786,1.332249881,-0.999980628,-4.98E-17,-0.00622445944,0,0,0,-1.179066481,0.15793282,-1.012041852,0.280740618,-0.286608366,-0.965568698,-1.003733952,2.977439195,-1.889942159,0.333394962,2.290482897,-1.9027127,1
-1.391663981,-1.646832028,1.367014169,0.262092013,-1.644520923,1.337189116,-0.999980226,-9.62E-17,-0.00628872814,0,0,0,-1.177306653,0.20048039,-1.017423263,0.272774947,-0.302097226,-0.965158208,-0.99687231,3.091269197,-1.898991941,0.338991962,2.360234095,-1.912160641,1
-1.386469947,-1.679827172,1.374480137,0.269681937,-1.671339036,1.343225101,-0.9999771,1.86E-16,-0.00676758597,0,0,0,-1.179516369,0.243433675,-1.027113048,0.271987303,-0.257124267,-0.973318062,-1.014815371,3.158218711,-1.912090721,0.330591603,2.491307048,-1.925797596,1
-1.384590677,-1.617988423,1.388744498,0.273407792,-1.619622211,1.351073868,-0.999990937,-6.82E-17,-0.00425744818,0,0,0,-1.178869859,0.303323502,-1.025068744,0.273681864,-0.187160806,-0.9733178,-1.019163367,3.115707692,-1.914033756,0.327296086,2.462876955,-1.927801665,1
-1.382541356,-1.549330815,1.400922796,0.279130676,-1.577226461,1.359330385,-0.999998008,2.02E-16,-0.00199585798,0,0,0,-1.177486128,0.370144181,-1.025398139,0.273322242,-0.174113187,-0.972915676,-1.018593026,3.178574923,-1.916798264,0.325463418,2.443103869,-1.929621157,1
-1.376265495,-1.576329053,1.407631764,0.289845163,-1.582119067,1.364468323,-0.999999385,3.52E-17,0.00110938594,0,0,0,-1.181478488,0.386520968,-1.029000782,0.268282045,-0.210709963,-0.978990989,-1.030608002,3.402968865,-1.922123642,0.311884187,2.537342292,-1.933888839,1
-1.366152252,-1.542964359,1.414263907,0.301644447,-1.555112992,1.367823703,-0.999999063,2.39E-16,0.00136924999,0,0,0,-1.18551919,0.344177447,-1.023333377,0.266402974,-0.150773456,-0.984385413,-1.053518229,3.276354776,-1.925663599,0.299276059,2.631391475,-1.93700809,0
-1.371521278,-1.522466859,1.417983222,0.301272377,-1.517742263,1.365686421,-0.999999382,2.58E-16,0.00111147438,0,0,0,-1.186633476,0.297014889,-1.026715258,0.258431602,-0.157582811,-0.991738778,-1.042139717,3.247364837,-1.936114302,0.305762694,2.571029434,-1.947116795,0
-1.366378859,-1.307627988,1.425321732,0.311895832,-1.232571009,1.369598952,-0.999999356,3.06E-16,0.0011350813,0,0,0,-1.1870681,0.283445103,-1.028513924,0.250087831,-0.125138383,-0.993149652,-1.043938411,3.011221872,-1.941829064,0.309491766,2.513517474,-1.95208254,0
-1.362561915,-1.273200379,1.435228855,0.317876102,-1.201875723,1.376363133,-0.999995039,2.80E-16,0.00314987426,0,0,0,-1.189666858,0.276427388,-1.030207792,0.24600217,-0.103320031,-0.992676356,-1.045590164,3.021609332,-1.943109128,0.309554694,2.552002124,-1.95179488,0
-1.350720824,-1.326769788,1.439080145,0.335633595,-1.212687047,1.378029412,-0.999993773,5.26E-17,0.0035289987,0,0,0,-1.194920673,0.284394755,-1.034760157,0.242189422,-0.0978367726,-0.998787733,-1.076380555,3.125176226,-1.95061285,0.283982664,2.631781599,-1.958442218,0
-1.349550183,-1.305472886,1.444294477,0.33832103,-1.201095746,1.383401869,-0.999988287,-4.15E-16,0.00484005882,0,0,0,-1.192996401,0.347656894,-1.034661377,0.236144012,-0.0295550227,-1.002722935,-1.076981979,3.106341706,-1.954579047,0.284053107,2.612609962,-1.962210038,0
-1.342775169,-1.229099022,1.450813696,0.346389707,-1.167490114,1.392604398,-0.999988549,-6.61E-17,0.00478556151,0,0,0,-1.190347565,0.496035238,-1.034594657,0.230428089,0.120338086,-1.002644003,-1.089602259,3.144747922,-1.955265357,0.275872608,2.697114061,-1.961397557,0
-1.339224872,-1.143011422,1.457396073,0.351796718,-1.08537258,1.401687392,-0.999986278,-2.33E-16,0.00523872719,0,0,0,-1.181362051,0.564610796,-1.031104667,0.230719203,0.27140842,-1.004570344,-1.095630742,3.15035565,-1.955645201,0.273399334,2.758108016,-1.961733221,0
-1.339195566,-1.079440804,1.462115635,0.35367913,-0.991688026,1.40972336,-0.999983301,-6.79E-17,0.00577909674,0,0,0,-1.17370852,0.575206334,-1.027473296,0.230567148,0.327702115,-1.005331262,-1.093208074,3.130463979,-1.954025712,0.27577287,2.751734995,-1.961208561,0
-1.337359438,-1.006101856,1.468724995,0.355706754,-0.935200534,1.418266579,-0.999979293,2.04E-16,0.00643540771,0,0,0,-1.171130916,0.537945088,-1.023681766,0.230350302,0.347897783,-1.005742003,-1.096517157,2.964055656,-1.953204525,0.27616026,2.757265082,-1.960036363,0
-1.341392238,-1.019541762,1.477225947,0.357670044,-0.90025366,1.429529515,-0.9999744,-6.16E-17,0.00715541582,0,0,0,-1.170987072,0.532471027,-1.020140592,0.229864196,0.352165526,-1.00890041,-1.09933751,2.925793941,-1.957067697,0.276598776,2.746493091,-1.963105079,0
-1.354808893,-1.045821587,1.481051393,0.345883347,-0.939119214,1.433733895,-0.999972364,1.26E-16,0.00743451352,0,0,0,-1.16196857,0.522996285,-1.018765624,0.234838294,0.364250365,-1.009025191,-1.063595853,2.93980423,-1.95651444,0.313047136,2.843456071,-1.961442177,0
-1.359201643,-1.056854627,1.481970465,0.341136569,-0.977558237,1.435539899,-0.999970357,-2.50E-16,0.00769972877,0,0,0,-1.158328322,0.51901682,-1.017914627,0.236195255,0.340153493,-1.009398858,-1.049258699,2.964713449,-1.954802797,0.326418968,2.847887687,-1.959589089,0
-1.359576031,-1.068229819,1.481935055,0.340324693,-0.99663198,1.436123804,-0.99996405,6.52E-17,0.00847936313,0,0,0,-1.157766658,0.51190438,-1.015230426,0.236123691,0.310237522,-1.010043231,-1.047093765,2.970029008,-1.954182777,0.327818952,2.827693815,-1.959169519,0
-1.360012268,-1.063920188,1.482281785,0.33944706,-1.027852461,1.437849142,-0.999958178,2.07E-16,0.00914557699,0,0,0,-1.158898147,0.528867691,-1.013404912,0.242324654,0.319714135,-1.009511528,-1.046824259,2.980064695,-1.952008697,0.328908565,2.814222388,-1.956824503,0
-1.371183063,-1.110774432,1.474946437,0.325502411,-1.11027274,1.429949273,-0.99996879,6.18E-17,0.00790054493,0,0,0,-1.158207139,0.533062392,-1.014289491,0.254008443,0.247751777,-1.007269308,-1.017462982,3.004785453,-1.94965719,0.34826008,2.648555905,-1.953002981,0
-1.366516803,-1.155974909,1.465372675,0.320820983,-1.194409039,1.416869785,-0.999938515,-8.25E-17,0.0110890356,0,0,0,-1.172058152,0.619245594,-1.002007821,0.267487067,0.242812159,-0.992063924,-0.995286362,3.312082144,-1.927566113,0.349597793,2.638169211,-1.931324694,0
-1.364176955,-1.177462193,1.463924698,0.317621169,-1.271092596,1.418566912,-0.99990514,-4.63E-17,0.0137735951,0,0,0,-1.188132995,0.609967237,-0.986219584,0.28310678,0.245090273,-0.976762427,-0.993577274,3.336840745,-1.896283295,0.355373607,2.750742846,-1.900981515,0
-1.352117849,-1.062273311,1.451651518,0.325985225,-1.246052062,1.4058884,-0.999914882,3.88E-17,0.013047152,0,0,0,-1.199738028,0.547465785,-0.977241286,0.289155203,0.210488707,-0.959040787,-1.02302384,3.039667677,-1.875042374,0.332914803,2.509223126,-1.880627579,0
-1.334999509,-0.852116033,1.442049382,0.338995322,-1.148141553,1.393022776,-0.999888809,8.86E-17,0.0149120736,0,0,0,-1.216819914,0.283153528,-0.980018099,0.286507025,0.114604867,-0.957328209,-1.059750062,2.612885006,-1.862990813,0.314846757,2.424425951,-1.870967989,0
-1.327061959,-0.708901536,1.443074459,0.346990612,-0.981984826,1.391028688,-0.999875021,2.11E-16,0.01580955,0,0,0,-1.226169344,0.17651212,-0.977295535,0.283502647,0.0314494376,-0.961546999,-1.073328532,2.260270495,-1.838599471,0.297373196,2.09120097,-1.850934425,0
-1.322945459,-0.761292604,1.447525349,0.353222104,-0.999254838,1.399446773,-0.999879835,-7.72E-18,0.0155021347,0,0,0,-1.238412371,0.225723034,-0.969939631,0.283455991,-0.0339279564,-0.95761118,-1.072546027,2.509957356,-1.806875201,0.289294891,2.210010793,-1.822658809,0
-1.25839754,-0.801129471,1.43524193,0.43222119,-0.989287975,1.383134092,-0.999961275,1.16E-16,0.00880047751,0,0,0,-1.247965118,-0.113147523,-0.982393554,0.296980293,-0.296253007,-0.96007858,-1.257067656,2.189445583,-1.794326341,0.1145978,2.113943911,-1.808974745,0
-1.251996616,-0.851648137,1.418236742,0.438275318,-1.046187795,1.37684525,-0.999994925,1.88E-16,0.0031858601,0,0,0,-1.236924445,-0.476433229,-0.984544618,0.311996124,-0.564596969,-0.957750565,-1.263900557,2.166025816,-1.783666051,0.10502961,2.135989891,-1.797968131,0
-1.245594673,-0.872878203,1.400209317,0.439346409,-1.08316613,1.364056859,-0.999995512,-7.06E-18,-0.00299592266,0,0,0,-1.232714099,-0.495060619,-0.991087067,0.321660604,-0.714989174,-0.951799337,-1.260643975,2.299951053,-1.773383687,0.10937845,2.16706739,-1.784416327,0
-1.241621262,-0.799536565,1.393480027,0.442275619,-1.073172206,1.357750653,-0.999988015,-6.71E-17,-0.00489580324,0,0,0,-1.226273883,-0.582645641,-0.994202482,0.351925666,-1.268292928,-0.942411789,-1.256807397,2.385090536,-1.760347565,0.115355008,2.190555954,-1.769667061,0
-1.245497358,-0.682306368,1.385614244,0.443228138,-0.984817722,1.356266956,-0.99997144,-5.10E-18,-0.00755766512,0,0,0,-1.224211049,-0.702097335,-1.003650583,0.369756174,-1.590386463,-0.944863745,-1.240798739,2.404658833,-1.769449763,0.148919283,1.922765411,-1.779944659,0
-1.254026463,-0.52478599,1.387437303,0.4365663,-0.768934713,1.358966762,-0.999970263,7.24E-16,-0.00771182508,0,0,0,-1.227213907,-0.808051092,-1.006551085,0.370233979,-1.654916682,-0.950245804,-1.210414068,2.153184408,-1.775624407,0.181849693,1.677338788,-1.788681688,0
-1.262866021,-0.455541766,1.382377887,0.420388399,-0.638600122,1.362679543,-0.999970559,1.80E-16,-0.00767346116,0,0,0,-1.244175634,-0.861541044,-1.002116309,0.348142965,-1.872776024,-0.944559111,-1.17351314,2.248122595,-1.762699093,0.211789178,1.639848495,-1.777582862,0
-1.26660271,-0.349406789,1.377322935,0.411356584,-0.535372511,1.360382016,-0.999974934,2.94E-16,-0.00708035334,0,0,0,-1.258705748,-0.966963868,-0.996487135,0.331616628,-1.96809205,-0.945132378,-1.143160478,2.154519017,-1.754662025,0.230741594,1.526276876,-1.77095997,0
-1.263392341,-0.24871041,1.369233289,0.410348509,-0.460928697,1.353253697,-0.999971186,-1.14E-16,-0.00759123112,0,0,0,-1.262231783,-1.003542408,-0.998528015,0.339019588,-1.908129338,-0.948010587,-1.143821516,2.132803764,-1.751172827,0.227970376,1.576006274,-1.767520006,0
-1.262605281,-0.239228515,1.361137906,0.407395145,-0.429280783,1.350079319,-0.999979015,2.09E-16,-0.00647836664,0,0,0,-1.259463074,-1.164883946,-0.987206251,0.354615596,-1.92265681,-0.948197929,-1.157745868,1.996607828,-1.745361313,0.212414725,1.636117024,-1.757808517,0
-1.265064349,-0.231446719,1.357641107,0.404285203,-0.420900193,1.352186353,-0.999982234,1.95E-16,-0.00596081326,0,0,0,-1.260063471,-1.350748656,-0.97868675,0.367072811,-2.151757371,-0.94726533,-1.167891191,2.09012928,-1.735317949,0.201552518,1.696472396,-1.744764996,0
-1.266138715,-0.238318642,1.348323751,0.402234207,-0.383185044,1.347781275,-0.999994428,9.32E-17,-0.00333813361,0,0,0,-1.262682072,-1.370991337,-0.969706762,0.368850091,-2.136562239,-0.943536072,-1.166685315,2.06022534,-1.727541743,0.198532489,1.695694385,-1.734228652,0
-1.267806954,-0.218903522,1.332934925,0.394244634,-0.33439691,1.333948967,-0.999973003,5.02E-16,-0.00734799678,0,0,0,-1.261491634,-1.330971612,-0.969211392,0.370648428,-2.071643238,-0.935093055,-1.171203648,1.909369021,-1.714517967,0.190312814,1.588639492,-1.7195771,0
-1.268404885,-0.108057356,1.333288209,0.392081975,-0.221321357,1.326087788,-0.999965714,2.67E-16,-0.00828069106,0,0,0,-1.247283325,-1.381233895,-0.96789354,0.39434538,-2.009223692,-0.930080831,-1.193309485,1.750273946,-1.70739383,0.169615834,1.550397111,-1.711976209,0
-1.26825016,-0.160769549,1.321069647,0.385166271,-0.246458093,1.317570675,-0.999902634,-9.83E-17,-0.0139543244,0,0,0,-1.249716784,-1.363901834,-0.969831552,0.39474132,-2.055218755,-0.927292475,-1.197668032,1.856835271,-1.707764362,0.16628523,1.596182922,-1.710447531,0
-1.266615738,-0.187519982,1.312255268,0.381325243,-0.299388477,1.308032652,-0.99988728,2.35E-16,-0.0150142578,0,0,0,-1.245562665,-1.356612443,-0.962615665,0.399664573,-2.015882728,-0.92010157,-1.204548446,1.839582414,-1.701539746,0.159571691,1.548564606,-1.702709491,0
-1.266902404,-0.194932017,1.298152571,0.378506224,-0.286721184,1.296177102,-0.999894696,5.70E-16,-0.0145119773,0,0,0,-1.236263698,-1.512833251,-0.954968142,0.404336705,-1.987465486,-0.914722968,-1.204199862,1.61781178,-1.694772408,0.152925398,1.540180626,-1.693644754,0
-1.268926616,-0.185457248,1.29179229,0.374583539,-0.248737293,1.287493597,-0.999891339,1.88E-16,-0.0147414727,0,0,0,-1.231588521,-1.514481491,-0.95036814,0.414476379,-2.057450104,-0.910046677,-1.214263112,1.662069,-1.689115592,0.145975283,1.518895311,-1.686167851,0
-1.2716523,-0.200177982,1.284659886,0.371775257,-0.254352882,1.281205703,-0.999890918,6.40E-16,-0.0147699933,0,0,0,-1.225472563,-1.684690458,-0.943733294,0.420183102,-2.154971822,-0.90587999,-1.207919471,1.393840802,-1.686083872,0.150812574,1.332380657,-1.680727325,0
-1.274795305,-0.255726496,1.292572689,0.370488871,-0.262884491,1.288573316,-0.999935351,1.38E-16,-0.0113707383,0,0,0,-1.204038088,-2.135012823,-0.927943502,0.443695754,-2.434460659,-0.894337178,-1.201475086,0.915598054,-1.680675527,0.158981893,0.943218604,-1.670374534,0
-1.276459062,-0.314469137,1.294384171,0.368129449,-0.292043388,1.292166625,-0.999961974,9.71E-17,-0.00872069201,0,0,0,-1.192121168,-2.393469517,-0.910064843,0.44562724,-2.428356192,-0.883091238,-1.196474353,0.645231829,-1.66836439,0.159019378,0.801041884,-1.657346531,0
-1.278834225,-0.311089887,1.28964994,0.363707495,-0.284636902,1.287823865,-0.999969343,1.56E-16,-0.00783028417,0,0,0,-1.179514679,-2.704516774,-0.896298969,0.456131103,-2.681727215,-0.876199598,-1.185347001,0.274734373,-1.661247849,0.170922741,0.469331482,-1.649602787,0
-1.289242389,-0.242802424,1.296428164,0.355006502,-0.171214413,1.294088192,-0.999982996,1.80E-16,-0.00583169268,0,0,0,-1.201236429,-2.543360402,-0.887549396,0.448072634,-2.559622696,-0.879730318,-1.202336749,0.486734783,-1.657835055,0.16149653,0.705404059,-1.645807393,0
-1.292728989,-0.291896826,1.302130097,0.351401984,-0.183028011,1.301510072,-0.999972057,-5.48E-17,-0.007475619,0,0,0,-1.20080004,-2.663085378,-0.886419651,0.459908918,-2.667285583,-0.880213752,-1.22100506,0.670369025,-1.660157756,0.151723326,0.868902783,-1.645221118,0
-1.298041554,-0.447758952,1.310806884,0.348987547,-0.363481571,1.310379844,-0.999977864,-9.50E-17,-0.00665365769,0,0,0,-1.246970129,-2.822866043,-0.885780108,0.424388787,-2.849808572,-0.881533446,-1.222143057,0.778130586,-1.665245544,0.162416877,0.932344746,-1.649343705,0
-1.300419347,-0.440211127,1.31843262,0.344520215,-0.384221195,1.316784239,-0.999978626,2.17E-16,-0.00653818822,0,0,0,-1.278251835,-2.625318992,-0.888770472,0.403482046,-2.825908132,-0.885485635,-1.228283855,1.122042576,-1.662599823,0.162640205,1.196704258,-1.646331155,0
-1.297443563,-0.320379056,1.31563743,0.339600809,-0.252503151,1.314448678,-0.999993285,3.18E-17,-0.00366468164,0,0,0,-1.298775643,-2.800792527,-0.882762559,0.384547846,-2.955926729,-0.880409423,-1.217918425,0.93254509,-1.653683527,0.173032822,1.011633718,-1.638527894,0
-1.296129699,-0.360423424,1.308620978,0.335441439,-0.258824773,1.314922626,-0.999991002,6.94E-18,-0.00424210122,0,0,0,-1.30178418,-2.682973899,-0.877429553,0.385298825,-2.933479322,-0.872518327,-1.217915128,0.867962297,-1.646905456,0.172736194,0.850053157,-1.632129657,0
-1.310009224,-0.615674656,1.29970292,0.316331816,-0.521960041,1.311062581,-0.99997483,-7.85E-17,-0.00709507858,0,0,0,-1.375380271,-2.724439668,-0.879042464,0.308022235,-3.068688038,-0.870898698,-1.196298836,0.952386247,-1.647999622,0.19597228,0.883061717,-1.633290641,0
-1.315693686,-0.571169867,1.290600015,0.30701289,-0.532613359,1.304864871,-0.999965537,-4.76E-17,-0.00830214965,0,0,0,-1.400865876,-3.025625631,-0.873672003,0.282400494,-3.381971891,-0.864972612,-1.195569592,0.82990968,-1.644355126,0.198727747,0.76444242,-1.629848607,0
-1.316244836,-0.50440347,1.288789442,0.305613668,-0.472723761,1.301434454,-0.999953126,2.83E-16,-0.00968227034,0,0,0,-1.403645527,-3.192038334,-0.866578373,0.280907274,-3.64204112,-0.856473542,-1.204152846,0.563425639,-1.639180664,0.191302241,0.421039583,-1.624429114,0
-1.327330646,-0.502521236,1.284452647,0.295486366,-0.483825767,1.294506718,-0.999939536,2.41E-16,-0.0109966025,0,0,0,-1.465899422,-3.179251637,-0.860092165,0.211894495,-3.658530837,-0.849487057,-1.200195903,0.439699865,-1.635677998,0.19479226,0.268279772,-1.621248699,0
-1.335103836,-0.525457279,1.276385443,0.288419771,-0.529007778,1.285531332,-0.999909939,2.27E-16,-0.0134206709,0,0,0,-1.526656587,-3.646109092,-0.845812511,0.137599734,-4.187647525,-0.835854288,-1.211071422,0.132781256,-1.627274229,0.170352413,-0.293676296,-1.615221624,0
-1.338765481,-0.534602105,1.264832197,0.285670452,-0.580467249,1.276535441,-0.999870266,1.87E-16,-0.0161075133,0,0,0,-1.547365564,-3.885428472,-0.829410575,0.111603032,-4.455355714,-0.828389997,-1.224771143,-0.108647773,-1.622763946,0.158155919,-0.517060997,-1.611541943,0
-1.327298469,-0.306289412,1.257906638,0.298693044,-0.364850092,1.270268499,-0.999848347,2.81E-16,-0.0174149952,0,0,0,-1.558946067,-3.862540458,-0.821707439,0.102819781,-4.371726011,-0.819641064,-1.223238421,-0.0811964235,-1.615968818,0.165601757,-0.388630101,-1.604714618,0
-1.338464403,-0.459705278,1.245052731,0.281755764,-0.558598237,1.256027991,-0.99985048,2.45E-16,-0.0172921466,0,0,0,-1.603365301,-3.85830066,-0.819766185,0.0384720489,-4.529252891,-0.810544418,-1.215977109,0.00157409035,-1.606728949,0.154322707,-0.489466786,-1.59477748,0
-1.325465689,-0.300358798,1.242776725,0.292614263,-0.383021846,1.255384979,-0.99988467,-4.97E-16,-0.0151870886,0,0,0,-1.606465971,-3.820932493,-0.81410626,0.0439759553,-4.358490181,-0.800038613,-1.220297033,-0.0655808504,-1.594192648,0.164674575,-0.326482436,-1.580287344,0
-1.371890522,-0.875045741,1.24332047,0.243291541,-0.943329121,1.246623148,-0.999820877,1.71E-16,-0.0189265515,0,0,0,-1.679905178,-4.302053915,-0.807626215,-0.0250173347,-4.662385313,-0.783893658,-1.241177731,-0.352945482,-1.577142969,0.142154967,-0.577219044,-1.562887472,0
-1.401242704,-1.198364122,1.237359236,0.209787101,-1.292333621,1.243495347,-0.99984593,8.70E-17,-0.017553217,0,0,0,-1.712556962,-4.523997156,-0.79417204,-0.0588569868,-4.827463128,-0.767408011,-1.250074178,-0.454568435,-1.559991113,0.131764084,-0.678116566,-1.546888178,1
-1.398486336,-1.207830912,1.236255843,0.20921438,-1.302542157,1.24115888,-0.999843191,6.45E-17,-0.0177085784,0,0,0,-1.696679579,-4.387637498,-0.787221407,-0.0666300849,-4.909629058,-0.752523581,-1.238960528,-0.360251204,-1.544795271,0.123443313,-0.796566403,-1.532253807,1
